"","sampleid2","ID","KMP.ID","Birthday","Month","Treatment","Sex","Rank","Cohort","Age.Days","Age.Months","Group","Litter","Mother","days.RX","Capture.Birth","Preg.stage","Littercode","Preg.end","Outcome","Litter.Size","Sex.Ratio","Capture.Date","Average.Weight.5.days","Group.size","Total.monthly.Rainfall","Average.monthly.AirTempMin","Average.monthly..AirTempMax","Cap.time","Bleed.St","Bleed.end","Cap.Bleed","Blood.Sample.no","E.pg.ml","A4.ng.ml","T.ng.ml","S.ng.ml","IGF.1.ng.ml","Morpometric.observor","HF.1","HF.2","HF.3","HINDFOOT.avrg","HF.w.o.C.1","HF.w.o.C.2","HF.w.o.C.3","HINDFOOT.w.o.CLAW.avrg","FA.1","FA.2","FA.3","FOREARM.avrg","W.1","W.2","W.3","WRIST.avrg","W.w.o.C.1","W.w.o.C.2","W.w.o.C.3","WRIST.w.o.CLAW.avrg","SW.1","SW.2","SW.3","SKULL.WIDTH.avrg","SL.1","SL.2","SL.3","SKULL.LENGTH.avrg","AGD1","AGD2","AGD3","AGD.AVRG","AGD.observor","BODY.LENGTH..CM.","MORPHS","X2D4D","Extraction.no.","date","ConditionResiduals","ConditionResiduals_scaled","Total.monthly.Rainfall_scaled"
"42",48,48,"VJXM054","16-Jan-12","14-Jul-12","C","M","S",1,183,6,"JAXX","VJX1201","VLF102",NA,NA,NA,NA,NA,NA,NA,NA,"17-Jul-12",443.7142857,22,27.200011,2.020593188,21.40013703,"9:39:00","9:45:00","9:46:00",6,"3130",129.228,0.7,1.26,NA,46.02,"MIR",68.3,68.42,68.08,68.26666667,63.19,63.86,63.57,63.54,55.72,55.99,55.74,55.81666667,55.2,"55.02",55.06,55.09333333,42.3,42.57,42.32,42.39666667,38.87,39.87,38.12,38.62,72.34,72.8,"73.03",72.72,NA,NA,NA,NA,NA,NA,"YES",1.050697228,24,2012-07-14,-48.8129124230263,-0.341852520970014,0.101672089676313
"43",49,49,"VFM184","23-Jan-12","21-Jul-12","C","M","S",1,180,6,"FRISKY","VF1201","VFF138",NA,NA,NA,NA,NA,NA,NA,NA,"21-Jul-12",299,12,27.200011,1.596485753,21.56368359,"9:32:00","9:45:00","9:46:00",13,"3132",61.463,0.27,0.084,NA,NA,"JOF",62.77,62.48,62.24,62.49666667,57.1,57.24,57.33,57.22333333,50.59,50.32,49.51,50.14,45.44,"45.54",44.47,45.15,37.08,37.29,36.83,37.06666667,35.33,36.54,35.6,35.49,67.18,67,"66.53",66.9,3.44,3,3.49,3.31,"VIV",NA,"YES",1.090037103,NA,2012-07-21,-119.509705138626,-0.853557927760545,0.101672089676313
"44",50,50,"VFF186","23-Jan-12","21-Jul-12","C","F","S",1,180,6,"FRISKY","VF1201","VFF138",NA,NA,NA,NA,NA,NA,NA,NA,"21-Jul-12",275.25,12,27.200011,1.596485753,21.56368359,"10:00:00","10:12:00","10:13:00",12,"3133",76.39,0.339,0.022,NA,38.04,"JOF",59.93,60.11,60.02,60.02,52.2,54.8,54.75,53.91666667,48.77,48.74,48.55,48.68666667,49.35,"49.28",49.53,49.38666667,NA,NA,NA,NA,35.2,36.18,35.02,35.13333333,65.45,65.86,"65.28",65.53,5.24,5.39,5.82,5.483333333,"VIV",NA,"YES",NA,NA,2012-07-21,-103.875570067479,-0.740397611159163,0.101672089676313
"45",51,51,"VFM187","23-Jan-12","21-Jul-12","C","M","S",1,180,6,"FRISKY","VF1201","VFF138",NA,NA,NA,NA,NA,NA,NA,NA,"21-Jul-12",305,12,27.200011,1.596485753,21.56368359,"10:21:00","10:35:00","10:36:00",14,"3134",67.588,0.507,1.021,NA,38.62,"JOF",62.21,62.12,62.26,62.19666667,55.96,56.03,55.78,55.92333333,48.92,49.19,48.89,49,45.78,"46",46.2,45.99333333,34.89,35.04,35.89,35.27333333,34.85,35.81,34.97,34.87666667,66.4,66.72,"66.57",66.56,2.52,2.99,2.99,2.833333333,"VIV",NA,"YES",0.937929491,NA,2012-07-21,-109.661308622973,-0.782274952229395,0.101672089676313
"46",52,52,"VVHM060","26-Jan-12","24-Jul-12","C","M","S",1,181,6,"VAN HELSING","VVH1201","VWF093",NA,NA,NA,NA,NA,NA,NA,NA,"25-Jul-12",313.5,28.9,1,0.136625347,21.73562609,"8:49:00","8:57:00","8:58:00",8,"3135",39.045,0.062666667,0.022,NA,24.98,"MIR",62.48,62.56,62.75,62.59666667,56.91,57.18,57.12,57.07,51.39,51.6,51.6,51.53,48.74,"48.49",47.72,48.31666667,37.68,36.17,36.27,36.70666667,35.01,35.81,35.1,34.97333333,66.49,66.51,"66.72",66.57,2.63,2.37,2.49,2.496666667,"JETU",NA,"YES",NA,NA,2012-07-24,-106.292503977178,-0.757891447894067,-0.336579730129639
"47",53,53,"VSQM042","27-Jan-12","25-Jul-12","S","M","S",1,184,6,"UBERAKTZ","VSQ1202","VSQF005",NA,NA,NA,NA,NA,NA,NA,NA,"29-Jul-12",395.1666667,12.1,0.8,-0.257720265,22.30897234,"8:14:00","8:22:00","8:25:00",8,"3138",33.416,0.162,0.15,NA,NA,"MIR",67.3,64.86,65.03,65.73,59.93,59.38,59.61,59.64,55.45,55.63,55.69,55.59,53,"54.66",52.78,53.48,42.17,41.85,42.22,42.08,37.18,38.38,37.33,37.29666667,70.79,70.44,"70.02",70.42,5.81,6.02,6.03,5.953333333,"JETU",NA,"YES",NA,NA,2012-07-25,-64.8202008423528,-0.45771373217341,-0.339925162464045
"48",54,54,"VSQF041","27-Jan-12","25-Jul-12","S","F","S",1,184,6,"UBERAKTZ","VSQ1202","VSQF005",NA,NA,NA,NA,NA,NA,NA,NA,"29-Jul-12",361.1666667,12.1,0.8,-0.257720265,22.30897234,"8:41:00","8:51:00","8:53:00",10,"3139",128.201,0.664,0.425,NA,112.42,"MIR",67.5,68.04,68.04,67.86,57.59,57.82,58.08,57.83,53.24,52.43,54.06,53.24333333,52.06,"51.59",52.09,51.91333333,41,40.98,40.94,40.97333333,36.01,37.28,36.64,36.31,69.87,70.17,"70.19",70.08,NA,NA,NA,NA,NA,NA,"YES",NA,NA,2012-07-25,-111.679499063657,-0.796882672336094,-0.339925162464045
"49",55,55,"VSQM040","27-Jan-12","25-Jul-12","S","M","S",1,185,6,"UBERAKTZ","VSQ1202","VSQF005",NA,NA,NA,NA,NA,NA,NA,NA,"30-Jul-12",339.3333333,12.1,0.8,-0.45036189,22.31498203,"8:16:00","8:24:00","8:26:00",8,"3140",NA,0.131,0.07,NA,60.3,"MIR",61.91,61.91,61.18,61.66666667,56.68,56.49,56.52,56.56333333,53.04,54.81,54.53,54.12666667,49.67,"49.64",48.84,49.38333333,41.33,37.55,37.77,38.88333333,36.67,36.75,36.25,36.22333333,68.54,68.33,"68.36",68.41,3.24,3.39,3.41,3.346666667,"JETU",NA,"YES",NA,NA,2012-07-25,-68.5291414786521,-0.48455915053198,-0.339925162464045
"50",56,56,"VSQM039","27-Jan-12","25-Jul-12","S","M","S",1,185,6,"UBERAKTZ","VSQ1202","VSQF005",NA,NA,NA,NA,NA,NA,NA,NA,"30-Jul-12",338.3333333,12.1,0.8,-0.45036189,22.31498203,"8:41:00","8:51:00","8:53:00",10,"3141",NA,0.24,NA,NA,57.58,"MIR",62.89,62.67,62.69,62.75,58,58,57.92,57.97333333,54.2,54.44,54.4,54.34666667,54.45,"50.88",50.96,52.09666667,39.5,40.13,39.41,39.68,36.24,36.78,35.3,35.77333333,68.6,68.69,"68.92",68.74,4.11,3.98,3.94,4.01,"JETU",NA,"YES",NA,NA,2012-07-25,-83.4261288535293,-0.592383971033814,-0.339925162464045
"51",57,57,"VBBF082","11-Feb-12","9-Aug-12","C","F","S",1,181,6,"BAOBAB","VBB1201","VWF075",NA,NA,NA,NA,NA,NA,NA,NA,"10-Aug-12",336,35.2,0,-0.56392494,21.58419328,"9:11:00","9:22:00","9:24:00",11,"3148",NA,0.263,0.022,NA,NA,"JETU",59.73,60.48,59.71,59.97333333,54.23,54.89,55.12,54.74666667,49.59,50.03,50.02,49.88,47.23,"47.16",47.39,47.26,34.02,34.05,33.95,3694,36.94,37.65,36.44,36.67666667,66.86,66.69,"66.96",66.84,NA,NA,NA,NA,NA,NA,"YES",NA,NA,2012-08-09,-42.5677093389641,-0.296649562506605,-0.353306891801668
"52",58,58,"VBBM084","11-Feb-12","9-Aug-12","C","M","S",1,182,6,"BAOBAB","VBB1201","VWF075",NA,NA,NA,NA,NA,NA,NA,NA,"11-Aug-12",319.75,35.2,0,-0.43915369,21.51656109,"9:09:00","9:15:00","9:18:00",6,"3150",80.533,0.383,0.84,NA,28.78,"JETU",64.84,64.86,64.18,64.62666667,59.88,59.8,59.81,59.83,53.01,52.9,53,52.97,49.89,"50.57",50.1,50.18666667,39.13,39.2,39.51,39.28,32.86,33.79,32.91,32.85333333,67.79,67.68,"67.79",67.75,4.69,4.78,4.44,4.636666667,"JETU",NA,"YES",NA,NA,2012-08-09,-126.083320399765,-0.901137942950446,-0.353306891801668
"53",59,59,"VBBM085","11-Feb-12","9-Aug-12","C","M","S",1,182,6,"BAOBAB","VBB1201","VWF075",NA,NA,NA,NA,NA,NA,NA,NA,"11-Aug-12",315.8333333,35.2,0,-0.43915369,21.51656109,"8:39:00","8:44:00","8:46:00",5,"3149",79.377,0.322,0.816,NA,NA,"JETU",61.78,61.95,61.79,61.84,58.5,58.41,59.03,58.64666667,53.55,53.8,53.75,53.7,48.62,"48.86",48.58,48.68666667,39.27,39.71,39.21,39.39666667,33.85,35.06,33.98,33.96333333,67.78,67.82,"67.79",67.8,4.04,4.12,4.44,4.2,"JETU",NA,"YES",NA,NA,2012-08-09,-94.2526594227141,-0.670746708807806,-0.353306891801668
"54",60,60,"VDM161","15-Feb-12","13-Aug-12","F","M","S",1,186,6,"DRIE DORING","VD1201","VDF115",10,NA,NA,NA,NA,NA,NA,NA,"19-Aug-12",385.3333333,15,0,0.287772054,22.52164563,"9:12:00","9:20:00","9:22:00",8,"3157",29.264,0.748,2.705,NA,48.72,"JETU",63.3,63.23,63.15,63.22666667,60.54,61.06,60.61,60.73666667,56.16,56.36,56.14,56.22,54.09,"53.75",53.85,53.89666667,40.84,41.18,40.93,40.98333333,32.2,34.55,33.51,33.08666667,71.21,70.76,"70.74",70.9,3.07,2.29,3.15,2.836666667,"JETU",NA,"YES",NA,NA,2012-08-13,-42.5408033600496,-0.29645481626202,-0.353306891801668
"55",61,61,"VDF163","15-Feb-12","13-Aug-12","F","F","S",1,187,6,"DRIE DORING","VD1201","VDF115",10,NA,NA,NA,NA,NA,NA,NA,"20-Aug-12",433.3333333,15,0,0.379728679,22.52007188,"9:26:00","9:33:00","9:35:00",7,"3158",NA,0.161333333,0.034,NA,NA,"JETU",69.9,69.59,69.5,69.66333333,62.05,62.08,61.95,62.02666667,56.62,57.04,57.09,56.91666667,52.64,"53.4",53.24,53.09333333,37.2,39.34,39.36,38.63333333,36.45,37.81,37.1,36.78666667,71.97,72.02,"71.93",71.97,NA,NA,NA,NA,NA,NA,"YES",NA,NA,2012-08-13,-61.0701633216122,-0.430570853390354,-0.353306891801668
"56",62,62,"VDF162","15-Feb-12","13-Aug-12","F","F","S",1,187,6,"DRIE DORING","VD1201","VDF115",10,NA,NA,NA,NA,NA,NA,NA,"20-Aug-12",474.3333333,15,0,0.379728679,22.52007188,"9:57:00","10:08:00","10:10:00",11,"3160",10,NA,0.022,NA,NA,"JETU",66.96,66.59,66.49,66.68,61.1,61.39,61.4,61.29666667,58.15,58.27,57.99,58.13666667,51.9,"51.12",51.16,51.39333333,39.99,39.92,39.98,39.96333333,36.54,38.1,36.67,36.77,74.3,74.48,"73.99",74.26,3.83,4.13,3.94,3.966666667,"JETU",NA,"YES",NA,NA,2012-08-13,15.5930735212271,0.124319846564802,-0.353306891801668
"57",63,63,"VLF194","26-Feb-12","24-Aug-12","F","F","S",1,182,6,"LAZULI","VL1201","VLF111",20,NA,NA,NA,NA,NA,NA,NA,"26-Aug-12",324.3333333,32.4,0,1.967031154,23.60366438,"8:22:00","8:37:00","8:39:00",15,"3166",NA,NA,0.022,NA,NA,"JOF",64.38,64.48,64.34,64.4,58.72,58.28,58.67,58.55666667,54.52,53.9,53.92,54.11333333,50.64,"49.95",49.64,50.07666667,39.82,39.67,38.74,39.41,36.33,37.56,36.31,36.4,68.72,68.99,"69.46",69.06,3.08,3.19,3.2,3.156666667,"JETU",NA,"YES",NA,NA,2012-08-24,-107.15144711815,-0.764108502904317,-0.353306891801668
"58",64,64,"VLM193","26-Feb-12","24-Aug-12","F","M","S",1,182,6,"LAZULI","VL1201","VLF111",20,NA,NA,NA,NA,NA,NA,NA,"26-Aug-12",324.8,32.4,0,1.967031154,23.60366438,"8:50:00","9:03:00","9:06:00",13,"3167",NA,0.476,NA,NA,30.44,"JOF",61.91,61.55,61.92,61.79333333,57.34,57.73,57.71,57.59333333,52.24,52.44,52.77,52.48333333,46.78,"46.93",46.18,46.63,37.91,37.73,37.64,37.76,37.26,38.28,37.38,37.30666667,68.13,67.3,"67.72",67.72,2.73,2.76,2.86,2.783333333,"JETU",NA,"YES",NA,NA,2012-08-24,-84.6873532219636,-0.60151274906905,-0.353306891801668
"59",65,65,"VLF195","26-Feb-12","24-Aug-12","F","F","S",1,183,6,"LAZULI","VL1201","VLF111",20,NA,NA,NA,NA,NA,NA,NA,"27-Aug-12",304.6666667,32.4,0,2.019019154,23.73625781,"8:36:00","8:39:00","8:41:00",3,"3168",NA,0.212,0.022,NA,NA,"JOF",63.28,63.41,63.15,63.28,57.4,57.4,57.42,57.40666667,53.87,54.86,54.81,54.51333333,47.13,"46.89",46.6,46.87333333,36.68,36.68,37.42,36.92666667,36.13,37.46,36.8,36.46333333,66.68,66.78,"66.58",66.68,3.07,3.17,2.87,3.036666667,"JETU",NA,"YES",NA,NA,2012-08-24,-113.429457190124,-0.809548919284138,-0.353306891801668
"60",66,66,"VWM175","14-Mar-12","10-Sep-12","S","M","S",1,179,6,"WHISKERS","VW1203","VWF161",NA,NA,NA,NA,NA,NA,NA,NA,"9-Sep-12",321.5,17.6,0,3.320912358,25.81501406,"7:47:00","7:55:00","7:56:00",8,"3176",NA,NA,0.022,NA,19.52,"JOF",61.64,61.67,61.61,61.64,57.56,57.59,57.37,57.50666667,52.23,52.25,52.99,52.49,51.84,"50.81",50.96,51.20333333,38.65,38.51,38.43,38.53,35.97,37.06,35.49,35.84,67.19,67.19,"67.26",67.21,3.23,3.14,3.16,3.176666667,"JETU",NA,"YES",NA,70,2012-09-10,-86.0203950456118,-0.611161343898278,-0.353306891801668
"61",67,67,"VWF176","14-Mar-12","10-Sep-12","S","F","S",1,180,6,"WHISKERS","VW1203","VWF161",NA,NA,NA,NA,NA,NA,NA,NA,"10-Sep-12",345.25,17.6,0,3.517846577,25.8915175,"7:37:00","7:49:00","7:50:00",12,"3177",33.202,0.244,0.053,NA,NA,"JOF",64.27,64.61,64.38,64.42,59.61,59.12,59.08,59.27,55.93,64.84,55.33,58.7,51.14,"50.44",51.18,50.92,37.29,37.85,37.63,37.59,36.16,37.45,36.2,36.27,68.52,69.06,"68.67",68.75,3.42,3.24,3.36,3.34,"JETU",NA,"YES",1.082711371,NA,2012-09-10,-86.4738635704359,-0.614443562044937,-0.353306891801668
"62",68,68,"VWF177","14-Mar-12","10-Sep-12","S","F","S",1,180,6,"WHISKERS","VW1203","VWF161",NA,NA,NA,NA,NA,NA,NA,NA,"10-Sep-12",340.25,17.6,0,3.517846577,25.8915175,"8:01:00","8:11:00","8:13:00",10,"3178",NA,NA,NA,NA,NA,"JOF",64,64.45,64.56,64.33666667,58.17,58.87,58.38,58.47333333,52.9,53.79,52.87,53.18666667,49.95,"49.06",49.18,49.39666667,36.5,36.16,36.03,36.23,36.21,37.12,35.89,36.07333333,67.89,67.64,"67.67",67.73,3.01,3.15,2.93,3.03,"JETU",NA,"YES",NA,71,2012-09-10,-90.4776838090907,-0.643423327395522,-0.353306891801668
"63",69,69,"VAZM050","17-Mar-12","13-Sep-12","S","M","S",1,184,6,"AZTECS","VAZ1201A","VAZF018",NA,NA,NA,NA,NA,NA,NA,NA,"17-Sep-12",297,24.9,0,4.022931473,26.82342226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JETU",62.03,62.07,62.3,62.13333333,58.14,58.39,58.27,58.26666667,52.64,52.48,52.44,52.52,48.42,"48.32",48.39,48.37666667,38.86,39.53,38.86,39.08333333,33.22,34.34,33.28,33.28,65.25,64.99,"65.27",65.17,3.5,3.67,3.65,3.606666667,"JETU",NA,"YES",NA,NA,2012-09-13,-116.848869273037,-0.834298721696114,-0.353306891801668
"64",70,70,"VAZF052","17-Mar-12","13-Sep-12","S","F","S",1,184,6,"AZTECS","VAZ1201A","VAZF018",NA,NA,NA,NA,NA,NA,NA,NA,"17-Sep-12",306.5,24.9,0,4.022931473,26.82342226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JETU",63.17,63.96,63.91,63.68,58.42,58.68,58.97,58.69,52.54,52.5,52.57,52.53666667,48.28,"48.44",48.24,48.32,39.77,39.52,39.52,39.60333333,33.43,34.72,33.47,33.54,65.87,65.96,"65.66",65.83,3.69,3.5,3.59,3.593333333,"JETU",NA,"YES",NA,6,2012-09-13,-116.377786935848,-0.830889014271999,-0.353306891801668
"65",71,71,"VAZM053","17-Mar-12","13-Sep-12","S","M","S",1,186,6,"AZTECS","VAZ1201A","VAZF018",NA,NA,NA,NA,NA,NA,NA,NA,"19-Sep-12",338.3333333,24.9,1.8,5.276375305,27.97375531,"8:30:00","8:37:00","8:41:00",7,"3186",NA,NA,0.022,NA,NA,"JETU",66.98,66.88,66.7,66.85333333,60.54,61.08,61.09,60.90333333,55.78,55.54,55.51,55.61,50.88,"50.99",50.78,50.88333333,38.29,38.04,38.31,38.21333333,34.77,35.84,34.48,34.69666667,67.81,67.9,"68.01",67.91,3.82,3.81,3.87,3.833333333,"JETU",NA,"YES",NA,NA,2012-09-13,-136.06364115265,-0.973375789882193,-0.323198000792015
"66",72,72,"VAZM051","17-Mar-12","13-Sep-12","S","M","S",1,186,6,"AZTECS","VAZ1201A","VAZF018",NA,NA,NA,NA,NA,NA,NA,NA,"19-Sep-12",325.25,24.9,0,4.022931473,26.82342226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JETU",64.64,64.91,64.73,64.76,60.41,60.57,60.29,60.42333333,54.67,54.22,54.66,54.51666667,47.64,"47.64",47.75,47.67666667,38.1,38.16,38.11,38.12333333,33.85,34.9,34,33.91666667,68.35,68.2,"68.82",68.46,3.98,4.01,3.97,3.986666667,"JETU",NA,"YES",NA,3,2012-09-13,-122.293718808407,-0.873708698293181,-0.353306891801668
"67",73,73,"VKUF061","27-Dec-11","22-Sep-12","F","F","S",1,276,9,"KUNGFU","VKU1106","VGGF014",4,NA,NA,NA,NA,NA,NA,NA,"28-Sep-12",485,25.3,1.8,5.008947208,27.96793531,"8:40:00","8:50:00","8:53:00",10,"3191",259.359,1.24,0.445,NA,NA,"JETU",69.48,69.45,69.43,69.45333333,63.51,63.97,63.89,63.79,61.21,61,61.17,61.12666667,55.51,"55.52",55.04,55.35666667,41.35,41.55,41.54,41.48,38.28,39.26,37.99,38.17666667,72.74,72.86,"72.85",72.82,4.47,4.48,4.85,4.6,"JETU",NA,"YES",NA,NA,2012-09-22,-6.89312352260757,-0.0384358904850413,-0.323198000792015
"68",74,74,"VTYM045","8-Jan-12","4-Oct-12","C","M","S",1,272,9,"TOYOTA","VTY1201","VTYF035",NA,NA,NA,NA,NA,NA,NA,NA,"6-Oct-12",402.5,4.5,1.8,4.648892052,28.72660806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JETU",63.95,63.93,63.98,63.95333333,59.18,59.25,59.52,59.31666667,58.01,58.37,58.36,58.24666667,50.29,"50.66",50.26,50.40333333,36.92,37.02,37.04,36.99333333,35.99,36.59,35.95,35.84333333,69.33,69.78,"69.71",69.61,4.66,4.51,4.54,4.57,"JETU",NA,"YES",1.03653457,54,2012-10-04,-34.6958081346679,-0.239672516544088,-0.323198000792015
"69",75,75,"VTYF042","8-Jan-12","4-Oct-12","C","F","S",1,272,9,"TOYOTA","VTY1201","VTYF035",NA,NA,NA,NA,NA,NA,NA,NA,"6-Oct-12",416.5,4.5,1.8,5.408730332,29.17682188,"6:59:00","7:05:00","7:06:00",6,"3194",NA,0.192,0.022,NA,NA,"JETU",63.53,63.57,63.23,63.44333333,59.24,59.24,59.29,59.25666667,56.29,56.27,56.47,56.34333333,50.57,"50.99",50.58,50.71333333,38.82,38.91,38.7,38.81,37.07,38.03,37.13,37.07666667,70.78,70.77,"70.27",70.61,3.71,3.63,3.65,3.663333333,"JETU",NA,"YES",NA,49,2012-10-04,-3.54863626061418,-0.0142283960688705,-0.323198000792015
"70",76,76,"VSQM037","9-Jan-12","5-Oct-12","C","M","S",1,274,9,"SEQUOIA","VSQ1201","VCDF002",NA,NA,NA,NA,NA,NA,NA,NA,"9-Oct-12",413.75,11.6,1.8,6.545645382,30.151095,"7:05:00","7:10:00","7:11:00",5,"3198",61.302,0.458,0.095,NA,25.64,"JETU",70.79,70.75,70.76,70.76666667,64.97,64.63,64.76,64.78666667,60.16,60.14,60.13,60.14333333,53.41,"53.49",53.39,53.43,40.76,40.76,40.85,40.79,34.67,35.3,34.62,34.53,72.49,72.44,"72.44",72.46,3.9,3.93,4.01,3.946666667,"JETU",NA,"YES",NA,NA,2012-10-05,-110.847169086804,-0.790858244168575,-0.323198000792015
"71",77,77,"VBBF082","11-Feb-12","7-Nov-12","C","F","S",1,242,9,"BAOBAB","VBB1201","VWF075",NA,NA,NA,NA,NA,NA,NA,NA,"10-Oct-12",354.5,36,1.8,6.623531819,30.18963281,"6:58:00","7:05:00","7:08:00",7,"3200",NA,0.273,0.022,NA,40.36,"JETU",62.8,62.7,62.77,62.75666667,57.34,57.38,57.21,57.31,53.03,53.09,53.04,53.05333333,49.01,"48.99",48.98,48.99333333,39.78,39.79,39.86,39.81,32.93,33.89,32.97,32.93,67.56,67.99,"67.91",67.82,3.46,3.36,3.06,3.293333333,"JETU",NA,"YES",1.037675163,NA,2012-11-07,-57.3401147784835,-0.403572655398708,-0.323198000792015
"72",78,78,"VBBM084","11-Feb-12","7-Nov-12","C","M","S",1,242,9,"BAOBAB","VBB1201","VWF075",NA,NA,NA,NA,NA,NA,NA,NA,"10-Oct-12",323,36,1.8,6.623531819,30.18963281,"7:29:00","7:36:00","7:40:00",7,"3201",NA,0.422,0.83,NA,NA,"JETU",64.46,64.47,64.64,64.52333333,59.61,59.63,59.64,59.62666667,54.47,54.97,54.59,54.67666667,50.03,"50.14",50.05,50.07333333,37.18,37.17,37.19,37.18,32.08,33.1,32.18,32.12,67.05,67.09,"66.99",67.04,3.11,3.16,3.26,3.176666667,"JETU",NA,"YES",1.084213207,NA,2012-11-07,-121.507761514409,-0.868019916929889,-0.323198000792015
"73",79,79,"VBBF083","11-Feb-12","7-Nov-12","C","F","S",1,242,9,"BAOBAB","VBB1201","VWF075",NA,NA,NA,NA,NA,NA,NA,NA,"10-Oct-12",327.6666667,36,1.8,6.623531819,30.18963281,"7:56:00","8:01:00","8:03:00",5,"3202",111.706,0.1824,0.022,NA,34.28,"JETU",66.05,66.07,66.86,66.32666667,60.12,60.03,60.17,60.10666667,50.26,50.66,50.46,50.46,48.56,"48.46",48.45,48.49,38.65,38.71,38.71,38.69,34.57,35.52,34.52,34.53666667,66.48,66.39,"66.4",66.42,3.26,2.96,2.86,3.026666667,"JETU",NA,"YES",1.04018885,NA,2012-11-07,-126.849790761564,-0.906685677341381,-0.323198000792015
"74",80,80,"VBBM085","11-Feb-12","7-Nov-12","C","M","S",1,244,9,"BAOBAB","VBB1201","VWF075",NA,NA,NA,NA,NA,NA,NA,NA,"12-Oct-12",322.5,36,1.8,6.854616069,30.4385075,"6:55:00","7:00:00","7:01:00",5,"3203",NA,0.325333333,0.572,NA,93.22,"JETU",64.61,64.69,64.67,64.65666667,58.91,59.03,58.91,58.95,54.36,54.44,54.32,54.37333333,49.94,"49.8",49.84,49.86,37.32,36.91,37.18,37.13666667,34.83,35.86,34.85,34.84666667,68.59,68.92,"68.95",68.82,3.51,3.58,3.62,3.57,"JETU",NA,"YES",0.992634828,NA,2012-11-07,-123.718160051331,-0.884018844732098,-0.323198000792015
"75",81,81,"VJXM054","16-Jan-12","12-Oct-12","C","M","S",1,274,9,"JAXX","VJX1201","VLF102",NA,NA,NA,NA,NA,NA,NA,NA,"16-Oct-12",444.2,17.4,1.8,7.074254829,30.44157387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JETU",69.51,69.47,69.5,69.49333333,65.2,65.05,65.1,65.11666667,58.74,58.92,58.93,58.86333333,52.2,"52.26",52.98,52.48,40.07,40.07,39.99,40.04333333,37.44,38.48,37.25,37.39,71.76,71.66,"71.64",71.69,5.13,5.13,5.02,5.093333333,"JETU",NA,"YES",NA,28,2012-10-12,-64.0628637904001,-0.452232104940248,-0.323198000792015
"76",82,82,"VFM184","23-Jan-12","19-Oct-12","C","M","S",1,274,9,"FRISKY","VF1201","VFF138",NA,NA,NA,NA,NA,NA,NA,NA,"23-Oct-12",393.25,8.9,9.999995,8.371997647,30.29804594,"6:47:00","6:52:00","6:53:00",5,"3216",NA,0.338,0.594,NA,NA,"LEW",65.27,65.22,65.47,65.32,58.24,58.79,58.89,58.64,54.03,54.09,53.99,54.03666667,50.96,"50.8",50.83,50.86333333,37.86,37.68,37.55,37.69666667,35.31,36.23,35.53,35.35666667,68.75,68.62,"68.71",68.69,3.41,3.6,3.43,3.48,"JETU",NA,"YES",NA,NA,2012-10-19,-61.4773923042931,-0.433518388409063,-0.186035358717181
"77",83,83,"VSQM039","27-Jan-12","23-Oct-12","S","M","S",1,272,9,"UBERAKTZ","VSQ1202","VSQF005",NA,NA,NA,NA,NA,NA,NA,NA,"25-Oct-12",468,9.1,9.999995,8.404802797,30.58479677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JETU",65.78,65.89,65.65,65.77333333,60.58,60.59,60.47,60.54666667,58.16,58.03,58.16,58.11666667,52.73,"52.65",52.49,52.62333333,40.26,39.48,39.54,39.76,36.79,37.91,36.61,36.77,72.91,72.4,"72.68",72.66,4.46,4.23,4.52,4.403333333,"JETU",NA,"YES",NA,NA,2012-10-23,7.45725300370167,0.0654325450680753,-0.186035358717181
"78",84,84,"VSQM040","27-Jan-12","23-Oct-12","S","M","S",1,273,9,"UBERAKTZ","VSQ1202","VSQF005",NA,NA,NA,NA,NA,NA,NA,NA,"26-Oct-12",489,9.1,9.999995,9.540105369,31.30866375,"6:58:00","7:04:00","7:06:00",6,"3220",74.721,0.434,2.021,NA,164.22,"JETU",64.15,64.19,64.04,64.12666667,60.15,60.29,60.05,60.16333333,60.15,59.69,60.13,59.99,52.04,"52.09",51.98,52.03666667,39.02,39.03,39.19,39.08,37.94,39.07,37.58,37.86333333,71.46,71.52,"71.42",71.47,5.36,5.45,5.51,5.44,"JETU",NA,"YES",1.063771414,NA,2012-10-23,49.5806737929902,0.370323068986217,-0.186035358717181
